id,prompt,schedule,tags
42,A yellow taxi waiting outside a modern glass building.,"['A yellow taxi idles at the curb.', 'A yellow taxi idles by a skyscraper, reflecting sunlight.', ""A yellow taxi is reflected in a skyscraper's glass, sunlight glancing off its surface."", ""A sleek yellow taxi idles at the curb, reflecting in a skyscraper's glass. Sunlight bounces off its glossy surface, with shadows on the pavement. Building windows capture the urban scene, evoking metropolitan bustle."", ""A sleek yellow taxi patiently idles at the curb, reflecting in the glass facade of a contemporary skyscraper. Sunlight glances off the taxi's glossy surface, casting shadows on the pavement. The building's mirrored windows capture the urban panorama, with shadows stretching across the scene, evoking a sense of metropolitan bustle.""]","Action Relation,Attribute,Spatial Relation"
43,"An armchair with a knit blanket draped over it, next to a fireplace.","['An armchair with a blanket by a fireplace.', 'Armchair with blanket next to a warm fireplace casting gentle light.', 'Cozy armchair with plush blanket by a crackling fireplace. Flames create a warm ambiance.', 'A cozy armchair with a textured blanket, placed by a crackling fireplace. Flickering flames provide a gentle glow, creating a homely ambiance for relaxation.', ""A cozy armchair adorned with a plush, textured knit blanket drapes elegantly over one side. It's positioned intimately next to a warm, crackling fireplace with flickering flames casting a gentle glow. The arrangement invites relaxation, enveloping the scene in a homely, intimate ambiance perfect for unwinding.""]","Part Relation,Spatial Relation"
44,A colorful mural of a bird adorning a city alley.,"['A bird mural in a city alley.', 'A colorful bird mural in a city alley, lit by sunlight.', 'A vibrant bird mural in a city alley, with sunlight enhancing colors and patterns.', 'A vibrant mural of a detailed bird in a city alley, with vivid colors and patterns illuminated by sunlight. It blends artistic expression and urban beauty.', 'A vibrant mural of an elegantly detailed bird graces a narrow city alley, with vivid colors and intricate patterns illuminated by gentle sunlight filtering through the urban landscape. The scene is a stunning blend of artistic expression and urban beauty, bringing life and character to the otherwise mundane alleyway.']","Attribute,Scene"
45,An old lantern swaying from a tree branch in a foggy forest.,"['A lantern hangs from a tree in a foggy forest.', 'A lantern sways from a tree in a foggy forest, casting shadows on moss.', 'In a foggy forest, a lantern hangs from a tree, casting flickering shadows on moss. Mist surrounds ancient trees under moonlight.', 'An ancient lantern sways from a tree branch in a foggy forest. Ethereal light casts flickering shadows on moss-covered ground. Mist threads through ancient trees under a moonlit sky.', 'An ancient, weathered lantern gently sways from a gnarled tree branch in a mysterious, fog-shrouded forest. Soft, ethereal light spills from the lantern, casting flickering shadows on the moss-covered ground. Mist threads through towering, ancient trees, creating an atmosphere of quiet enchantment under a moonlit sky.']","Action Relation,Attribute,Scene"
46,A garden path lined with glowing stones under a twilight sky.,"['A garden path with glowing stones under a twilight sky.', 'A garden path lined with glowing stones under a twilight sky of purple and orange with drifting clouds.', 'A garden path with luminescent stones glows under a twilight sky painted in deep purple and orange, with drifting clouds.', 'A serene garden path with glowing stones under a twilight sky in shades of deep purple and soft orange. Clouds drift lazily, enhancing a tranquil evening scene.', 'A serene garden path meanders gently, lined with luminescent stones casting a soft, ethereal glow. The stones illuminate the path beneath a vibrant twilight sky painted in shades of deep purple and soft orange, while wisps of clouds drift lazily overhead, creating a tranquil and enchanting evening scene.']","Attribute,Scene"
47,A grand fountain surrounded by historic buildings in a town square.,"['A marble fountain with water streams in a town square.', 'A fountain with arched water streams, surrounded by historic buildings and plants.', 'A carved marble fountain with arching water streams in a square, surrounded by historic buildings and pathways.', 'A grand marble fountain with intricately carved details and arching water streams, set in a bustling town square, surrounded by elegant historic buildings, cobblestone pathways, and lush plants, under a blue sky.', 'A grand, intricately carved marble fountain with gracefully arching water streams, set in a bustling town square. Surrounded by elegant historic buildings with intricate stone facades, cobblestone pathways, and lush potted plants, under a brilliant blue sky, capturing the vibrant charm and timeless beauty of the scene.']","Attribute,Scene,Spatial Relation"
48,A cavern lit by shafts of light revealing hidden underground pools.,"['Light beams in a cavern illuminate pools.', 'Light beams pierce darkness in a cavern, lighting pools. Mist enhances the serene atmosphere.', 'Ethereal light beams pierce darkness in a cavern, illuminating clear pools. Mist hovers, enhancing the serene atmosphere.', ""Ethereal light beams through the cavern's darkness, illuminating tranquil pools with clear water. Delicate mineral formations create an enchanting contrast of shadow and light. Mist hovers, enhancing the serene atmosphere."", ""In a vast cavern, beams of ethereal light pierce through the darkness, illuminating tranquil, shimmering underground pools with crystal-clear water. The cavern's rocky walls are adorned with delicate mineral formations, creating an enchanting contrast between shadow and light. Mist gently hovers above the pools, enhancing the mystical, serene atmosphere.""]","Attribute,Scene"
49,Boats laden with fruits floating on a river under a dual sunset.,"['Boats with fruits on a river at sunset.', 'Colorful boats with fruits float on a river. Dual sunset enhances colors.', 'Vivid boats with tropical fruits float on shimmering water. Dual sunset casts golden hue.', 'Serene river scene with vividly colored boats laden with tropical fruits, floating on shimmering water. A dual sunset casts a warm, golden hue, enhancing colors and atmosphere.', 'Picture a serene river scene with vividly colored boats laden with an abundance of tropical fruits, gently floating on the shimmering water. The sky is adorned with a magnificent dual sunset, casting a warm, golden hue over the tranquil landscape, enhancing the vivid colors of the fruits and creating an ethereal, enchanting atmosphere.']","Attribute,Scene"
50,Shelves carved from tree branches in a mystical library.,"['Shelves carved from tree branches in a mystical library.', 'Intricately carved shelves with ancient books in a mystical library with forest-like atmosphere.', 'Tree branch shelves in dappled light hold ancient texts in a mystical library. Forest ambiance with serene aura.', 'Shelves made from tree branches in dappled light hold ancient books and scrolls in a mystical library, with a forest-like atmosphere and serene aura.', 'Shelves intricately carved from twisted tree branches, enveloped in soft, dappled light within a mystical library. Ancient tomes and scrolls cascade along the organic shelves, nestled amidst a forest-like atmosphere with ethereal glows and shadows. A serene aura permeates the enchanting scene, inviting quiet contemplation and wonder.']","Attribute,Scene"
51,"Ancient buildings juxtaposed with sleek, futuristic transports.","['Old stone buildings and modern flying transports.', 'Ancient stone buildings with carvings and sleek futuristic transports in the sky.', 'Ancient stone buildings with intricate carvings and sleek, illuminated futuristic transports in the sky.', 'Towering ancient stone buildings with intricate carvings against sleek, aerodynamic futuristic transports, under a clear sky, highlighting the contrast between history and technology.', 'Juxtaposition of towering ancient stone buildings with intricate carvings against a fleet of sleek, aerodynamic futuristic transports, featuring gleaming exteriors and illuminated accents, gliding through the air. The scene is set under a clear sky, highlighting the contrast between historical architecture and advanced technology in a harmonious urban landscape.']","Attribute,Spatial Relation"
52,"A village covered in snow, illuminated by the northern lights.","['A snow-covered village with northern lights.', 'A snowy village with northern lights and glowing cottages.', 'A snow-blanketed village, with glowing cottages and northern lights.', 'A quaint, snow-blanketed village beneath a luminous sky with vibrant northern lights. Rustic wooden cottages glow warmly, contrasting against shimmering snowflakes, creating a serene winter wonderland under the aurora.', ""A quaint, snow-blanketed village nestles beneath a luminous sky, where vibrant northern lights dance gracefully. Rustic wooden cottages, aglow with warm, inviting light, contrast against the shimmering snowflakes that gently adorn the landscape, creating a serene, enchanting winter wonderland under the celestial aurora's spectacular display.""]","Action Relation,Attribute,Scene"
