initial_prompt,prompt_schedule,num_tokens,num_adjectives,num_nouns
A single rose growing through a crack,"```python
prompts = [
    ""A single rose growing through a crack"",
    ""A single rose growing through a crack, weathered pavement"",
    ""A single rose growing through a crack, weathered pavement, delicate green stem"",
    ""A single rose growing through a crack, weathered pavement, delicate green stem, surrounding gray concrete"",
    ""A single rose growing through a crack, weathered pavement, delicate green stem, surrounding gray concrete, soft petals touched by sunlight""
]
```",7,1,1
A quaint bookshop,"```python
prompts = [
    ""A quaint bookshop"",
    ""A quaint bookshop, wooden shelves"",
    ""A quaint bookshop, wooden shelves, dusty tomes"",
    ""A quaint bookshop, wooden shelves, dusty tomes, cozy reading corner"",
    ""A quaint bookshop, wooden shelves, dusty tomes, cozy reading corner, vintage lamp casting a warm glow""
]
```",3,0,2
A lone lighthouse standing guard on a rocky coastline,"```python
prompts = [
    ""A lone lighthouse standing guard on a rocky coastline"",
    ""A lone lighthouse standing guard on a rocky coastline, waves crashing against the rocks"",
    ""A lone lighthouse standing guard on a rocky coastline, waves crashing against the rocks, a cloudy sky overhead"",
    ""A lone lighthouse standing guard on a rocky coastline, waves crashing against the rocks, a cloudy sky overhead, a beam of light sweeping the sea"",
    ""A lone lighthouse standing guard on a rocky coastline, waves crashing against the rocks, a cloudy sky overhead, a beam of light sweeping the sea, seabirds flying in the distance""
]
```",9,1,4
A butterfly perched on a wildflower in a meadow,"```python
prompts = [
    ""A butterfly perched on a wildflower in a meadow"",
    ""A butterfly perched on a wildflower in a meadow, vibrant green grass"",
    ""A butterfly perched on a wildflower in a meadow, vibrant green grass, scattered colorful blossoms"",
    ""A butterfly perched on a wildflower in a meadow, vibrant green grass, scattered colorful blossoms, distant rolling hills"",
    ""A butterfly perched on a wildflower in a meadow, vibrant green grass, scattered colorful blossoms, distant rolling hills, soft golden sunlight filtering through""
]
```",9,0,3
A pilot with aviator sunglasses,"```python
prompts = [
    ""A pilot with aviator sunglasses"",
    ""A pilot with aviator sunglasses, standing in front of a sleek jet"",
    ""A pilot with aviator sunglasses, standing in front of a sleek jet, sun setting in the background"",
    ""A pilot with aviator sunglasses, standing in front of a sleek jet, sun setting in the background, clear blue sky"",
    ""A pilot with aviator sunglasses, standing in front of a sleek jet, sun setting in the background, clear blue sky, helmet tucked under one arm""
]
```",5,0,3
A baker with a cherry pin on a polka dot apron,"```python
prompts = [
    ""A baker with a cherry pin on a polka dot apron"",
    ""A baker with a cherry pin on a polka dot apron, wooden countertop"",
    ""A baker with a cherry pin on a polka dot apron, wooden countertop, flour scattered"",
    ""A baker with a cherry pin on a polka dot apron, wooden countertop, flour scattered, rolling pin beside dough"",
    ""A baker with a cherry pin on a polka dot apron, wooden countertop, flour scattered, rolling pin beside dough, sunlight streaming through the window""
]
```",11,0,6
A knight with a feather plume helmet standing by a stone tower,"```python
prompts = [
    ""A knight with a feather plume helmet standing by a stone tower"",
    ""A knight with a feather plume helmet standing by a stone tower, lush forest in the background"",
    ""A knight with a feather plume helmet standing by a stone tower, lush forest in the background, sunlight filtering through the trees"",
    ""A knight with a feather plume helmet standing by a stone tower, lush forest in the background, sunlight filtering through the trees, ivy climbing the stone walls"",
    ""A knight with a feather plume helmet standing by a stone tower, lush forest in the background, sunlight filtering through the trees, ivy climbing the stone walls, distant mountains on the horizon""
]
```",12,0,6
A scientist with a gear-shaped ring in a steampunk lab,"```python
prompts = [
    ""A scientist with a gear-shaped ring in a steampunk lab"",
    ""A scientist with a gear-shaped ring in a steampunk lab, flickering gas lamps"",
    ""A scientist with a gear-shaped ring in a steampunk lab, flickering gas lamps, metallic gadgets"",
    ""A scientist with a gear-shaped ring in a steampunk lab, flickering gas lamps, metallic gadgets, elaborate clockwork devices"",
    ""A scientist with a gear-shaped ring in a steampunk lab, flickering gas lamps, metallic gadgets, elaborate clockwork devices, brass and copper piping""
]
```",10,1,4
A swan with a silver anklet on a crystal lake,"```python
prompts = [
    ""A swan with a silver anklet on a crystal lake"",
    ""A swan with a silver anklet on a crystal lake, surrounded by lush green trees"",
    ""A swan with a silver anklet on a crystal lake, surrounded by lush green trees, reflections on water"",
    ""A swan with a silver anklet on a crystal lake, surrounded by lush green trees, reflections on water, soft golden sunlight"",
    ""A swan with a silver anklet on a crystal lake, surrounded by lush green trees, reflections on water, soft golden sunlight, distant mountains in the background""
]
```",10,2,3
A ninja with a dragon emblem in a bamboo grove,"```python
prompts = [
    ""A ninja with a dragon emblem in a bamboo grove"",
    ""A ninja with a dragon emblem in a bamboo grove, towering green stalks"",
    ""A ninja with a dragon emblem in a bamboo grove, towering green stalks, dappled sunlight filtering through leaves"",
    ""A ninja with a dragon emblem in a bamboo grove, towering green stalks, dappled sunlight filtering through leaves, shadowy forest floor"",
    ""A ninja with a dragon emblem in a bamboo grove, towering green stalks, dappled sunlight filtering through leaves, shadowy forest floor, a distant mountain silhouetted against the horizon""
]
```",10,0,5
A pirate with a skull earring on a treasure island,"```python
prompts = [
    ""A pirate with a skull earring on a treasure island"",
    ""A pirate with a skull earring on a treasure island, palm trees"",
    ""A pirate with a skull earring on a treasure island, palm trees, golden sand"",
    ""A pirate with a skull earring on a treasure island, palm trees, golden sand, scattered chests"",
    ""A pirate with a skull earring on a treasure island, palm trees, golden sand, scattered chests, rolling blue waves""
]
```",10,1,4
A wizard with a starry cape under a full moon,"```python
prompts = [
    ""A wizard with a starry cape under a full moon"",
    ""A wizard with a starry cape under a full moon, glowing crescent staff"",
    ""A wizard with a starry cape under a full moon, glowing crescent staff, ancient stone circle"",
    ""A wizard with a starry cape under a full moon, glowing crescent staff, ancient stone circle, misty forest backdrop"",
    ""A wizard with a starry cape under a full moon, glowing crescent staff, ancient stone circle, misty forest backdrop, ethereal light casting mystical shadows""
]
```",10,1,4
A fairy with butterfly wings in a dewy meadow,"```python
prompts = [
    ""A fairy with butterfly wings in a dewy meadow"",
    ""A fairy with butterfly wings in a dewy meadow, morning sunlight"",
    ""A fairy with butterfly wings in a dewy meadow, morning sunlight, vibrant wildflowers"",
    ""A fairy with butterfly wings in a dewy meadow, morning sunlight, vibrant wildflowers, glistening droplets on grass"",
    ""A fairy with butterfly wings in a dewy meadow, morning sunlight, vibrant wildflowers, glistening droplets on grass, distant forest in the background""
]
```",9,1,4
A cheerleader with a star badge at a sports field,"```python
prompts = [
    ""A cheerleader with a star badge at a sports field"",
    ""A cheerleader with a star badge at a sports field, well-maintained grass"",
    ""A cheerleader with a star badge at a sports field, well-maintained grass, rows of empty bleachers"",
    ""A cheerleader with a star badge at a sports field, well-maintained grass, rows of empty bleachers, large scoreboard in the distance"",
    ""A cheerleader with a star badge at a sports field, well-maintained grass, rows of empty bleachers, large scoreboard in the distance, bright sunlight casting long shadows""
]
```",10,0,5
A samurai with a silk sash in a cherry blossom garden,"```python
prompts = [
    ""A samurai with a silk sash in a cherry blossom garden"",
    ""A samurai with a silk sash in a cherry blossom garden, petals swirling in the air"",
    ""A samurai with a silk sash in a cherry blossom garden, petals swirling in the air, traditional katana by his side"",
    ""A samurai with a silk sash in a cherry blossom garden, petals swirling in the air, traditional katana by his side, ancient stone lanterns"",
    ""A samurai with a silk sash in a cherry blossom garden, petals swirling in the air, traditional katana by his side, ancient stone lanterns, serene pond reflecting the scene""
]
```",11,0,6
An astronaut with a flag patch drifting in space,"```python
prompts = [
    ""An astronaut with a flag patch drifting in space"",
    ""An astronaut with a flag patch drifting in space, distant stars twinkling"",
    ""An astronaut with a flag patch drifting in space, distant stars twinkling, vast black void"",
    ""An astronaut with a flag patch drifting in space, distant stars twinkling, vast black void, blue-green Earth below"",
    ""An astronaut with a flag patch drifting in space, distant stars twinkling, vast black void, blue-green Earth below, swirling clouds on Earth's surface""
]
```",9,0,4
"A playful kitten with a bell collar on the left, batting at a fluttering butterfly on the right","```python
prompts = [
    ""A playful kitten with a bell collar on the left, batting at a fluttering butterfly on the right"",
    ""A playful kitten with a bell collar on the left, batting at a fluttering butterfly on the right, sunlit garden"",
    ""A playful kitten with a bell collar on the left, batting at a fluttering butterfly on the right, sunlit garden, vibrant flowers"",
    ""A playful kitten with a bell collar on the left, batting at a fluttering butterfly on the right, sunlit garden, vibrant flowers, lush green grass"",
    ""A playful kitten with a bell collar on the left, batting at a fluttering butterfly on the right, sunlit garden, vibrant flowers, lush green grass, soft shadows cast by trees""
]
```",19,1,6
