Index,Prompt,Num_Words,Num_Sentences,Num_Tokens,Num_Adjectives,Num_Nouns,Num_Verbs,Num_Adverbs,Human_Ratings
84,A row of colorful townhouses on a sunny street.,10,1,11,2,3,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
85,An ancient scroll unrolled on a wooden desk.,9,1,10,2,2,1,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [2, 4, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [3, 4, 3], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [3, 5, 5]}"
86,A hammock strung between two palm trees on a beach.,11,1,11,0,5,0,0,"{'DALLE_3': [5, 4, 3], 'DeepFloyd_I_XL_v1': [4, 4, 3], 'Midjourney_6': [3, 5, 5], 'SDXL_2_1': [3, 4, 3], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [4, 5, 5]}"
87,A narrow alleyway illuminated by strings of fairy lights.,10,1,11,2,2,1,1,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [4, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
88,A star-filled sky over a desert campsite.,8,1,10,2,2,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [3, 5, 5], 'Midjourney_6': [4, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [3, 5, 5], 'SDXL_Turbo': [4, 5, 5]}"
89,A red bicycle against a blue wall.,8,1,8,2,2,0,0,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [3, 5, 5], 'Midjourney_6': [4, 5, 5], 'SDXL_2_1': [4, 5, 5], 'SDXL_Base': [3, 4, 3], 'SDXL_Turbo': [5, 5, 5]}"
90,"Worn-out boots sit on a muddy path, the dense forest looming around them.",15,1,17,3,3,2,0,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [4, 5, 5], 'Midjourney_6': [4, 5, 5], 'SDXL_2_1': [4, 5, 5], 'SDXL_Base': [4, 5, 5], 'SDXL_Turbo': [4, 5, 5]}"
91,"A bright yellow taxi parked in front, a tall glass building rising behind it amidst clouds.",18,1,18,3,5,3,0,"{'DALLE_3': [3, 5, 5], 'DeepFloyd_I_XL_v1': [4, 5, 5], 'Midjourney_6': [3, 5, 5], 'SDXL_2_1': [2, 4, 3], 'SDXL_Base': [4, 5, 5], 'SDXL_Turbo': [3, 4, 3]}"
92,"A vibrant mural depicts a giant parrot, urban apartment buildings serving as its canvas.",16,1,16,4,4,2,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [5, 4, 3], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [5, 5, 5]}"
93,"A whimsical garden features glowing flowers, luminescent stones lining the pathway beneath.",14,1,16,2,6,2,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [2, 2, 1], 'Midjourney_6': [3, 4, 3], 'SDXL_2_1': [3, 4, 4], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [3, 4, 3]}"
94,A cat lounging lazily on a sunny windowsill.,9,1,12,0,3,1,1,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [3, 4, 3], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [2, 5, 5], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [4, 5, 5]}"
95,"A painter delicately brushing color onto a canvas in a bright, airy studio.",15,1,16,2,4,1,1,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [4, 4, 4], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [1, 4, 4], 'SDXL_Base': [3, 4, 4], 'SDXL_Turbo': [1, 4, 4]}"
96,A chef fervently preparing sushi in a bustling kitchen.,10,1,13,0,4,1,1,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [2, 4, 4], 'Midjourney_6': [4, 4, 4], 'SDXL_2_1': [1, 3, 3], 'SDXL_Base': [4, 4, 4], 'SDXL_Turbo': [1, 4, 4]}"
97,A vintage car cruising down a coastal road at sunset.,11,1,11,1,4,1,0,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [3, 5, 5], 'Midjourney_6': [3, 4, 3], 'SDXL_2_1': [1, 3, 3], 'SDXL_Base': [4, 5, 5], 'SDXL_Turbo': [4, 5, 5]}"
98,A group of children playing hide-and-seek in a blooming garden.,11,1,15,0,5,1,0,"{'DALLE_3': [3, 5, 5], 'DeepFloyd_I_XL_v1': [2, 3, 3], 'Midjourney_6': [3, 4, 3], 'SDXL_2_1': [2, 3, 3], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [1, 3, 2]}"
99,"A librarian shelving books in a quiet, expansive library.",11,1,12,3,3,0,0,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [4, 5, 5], 'Midjourney_6': [4, 5, 5], 'SDXL_2_1': [1, 4, 4], 'SDXL_Base': [4, 5, 5], 'SDXL_Turbo': [3, 4, 3]}"
100,An astronaut floating gracefully in the vastness of space outside a spacecraft.,13,1,15,0,4,1,1,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [4, 5, 5], 'Midjourney_6': [3, 5, 5], 'SDXL_2_1': [1, 5, 5], 'SDXL_Base': [3, 5, 5], 'SDXL_Turbo': [4, 5, 5]}"
101,A little girl tuning a guitar before a concert in a dimly lit venue.,15,1,16,2,5,1,0,"{'DALLE_3': [3, 5, 5], 'DeepFloyd_I_XL_v1': [4, 5, 5], 'Midjourney_6': [4, 5, 5], 'SDXL_2_1': [1, 3, 2], 'SDXL_Base': [4, 5, 5], 'SDXL_Turbo': [4, 4, 4]}"
102,A pencil holder with more pens than pencils.,9,1,9,0,4,0,1,"{'DALLE_3': [2, 5, 3], 'DeepFloyd_I_XL_v1': [4, 3, 2], 'Midjourney_6': [2, 2, 1], 'SDXL_2_1': [4, 5, 3], 'SDXL_Base': [1, 2, 1], 'SDXL_Turbo': [2, 2, 1]}"
103,A building with more doors than windows.,8,1,8,0,3,0,1,"{'DALLE_3': [4, 2, 2], 'DeepFloyd_I_XL_v1': [1, 2, 2], 'Midjourney_6': [2, 2, 2], 'SDXL_2_1': [1, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [1, 2, 2]}"
104,"A couple, with the taller one hugging the shorter one from behind.",14,1,14,1,3,1,0,"{'DALLE_3': [4, 3, 3], 'DeepFloyd_I_XL_v1': [2, 2, 1], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [1, 3, 1], 'SDXL_Base': [3, 3, 1], 'SDXL_Turbo': [1, 3, 2]}"
105,The sky teems with more birds than the number of fish visible in the lake below.,17,1,18,1,6,1,1,"{'DALLE_3': [2, 5, 4], 'DeepFloyd_I_XL_v1': [2, 5, 4], 'Midjourney_6': [2, 5, 4], 'SDXL_2_1': [1, 1, 1], 'SDXL_Base': [1, 2, 2], 'SDXL_Turbo': [2, 5, 4]}"
106,"On the party table, chocolate chip cookies outnumber the frosted cupcakes.",13,1,14,1,6,1,0,"{'DALLE_3': [3, 5, 2], 'DeepFloyd_I_XL_v1': [4, 3, 4], 'Midjourney_6': [3, 5, 5], 'SDXL_2_1': [1, 2, 2], 'SDXL_Base': [1, 2, 4], 'SDXL_Turbo': [5, 2, 5]}"
107,A table setting with fewer forks than bowls.,9,1,9,2,3,0,0,"{'DALLE_3': [5, 3, 3], 'DeepFloyd_I_XL_v1': [3, 2, 3], 'Midjourney_6': [4, 2, 2], 'SDXL_2_1': [3, 3, 5], 'SDXL_Base': [2, 2, 3], 'SDXL_Turbo': [2, 4, 2]}"
108,"In a gym, there are two people: the one closer to the table is resting, while the one further away from the table is lifting weights.",30,1,30,1,6,5,1,"{'DALLE_3': [4, 5, 3], 'DeepFloyd_I_XL_v1': [3, 3, 3], 'Midjourney_6': [3, 4, 3], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [1, 2, 2], 'SDXL_Turbo': [1, 2, 2]}"
109,A larger person in yellow clothing and a smaller person in a different color.,15,1,15,4,4,0,0,"{'DALLE_3': [2, 4, 4], 'DeepFloyd_I_XL_v1': [2, 4, 4], 'Midjourney_6': [1, 4, 4], 'SDXL_2_1': [1, 3, 3], 'SDXL_Base': [1, 3, 2], 'SDXL_Turbo': [1, 2, 2]}"
110,An animal with legs notably longer than a nearby person's.,12,1,13,2,2,0,2,"{'DALLE_3': [1, 2, 2], 'DeepFloyd_I_XL_v1': [4, 5, 5], 'Midjourney_6': [1, 2, 2], 'SDXL_2_1': [1, 2, 2], 'SDXL_Base': [1, 2, 2], 'SDXL_Turbo': [1, 2, 2]}"
111,A forest landscape with more birds in the sky than trees on the ground.,15,1,15,0,6,0,1,"{'DALLE_3': [2, 4, 4], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [3, 5, 3], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [2, 5, 3], 'SDXL_Turbo': [3, 4, 4]}"
112,A workspace with more computers than computer mice.,9,1,11,1,4,0,0,"{'DALLE_3': [2, 3, 3], 'DeepFloyd_I_XL_v1': [5, 5, 5], 'Midjourney_6': [4, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [3, 4, 4], 'SDXL_Turbo': [4, 5, 5]}"
113,An interior space with stools outnumbering the people.,9,1,12,1,3,1,0,"{'DALLE_3': [4, 3, 4], 'DeepFloyd_I_XL_v1': [4, 4, 4], 'Midjourney_6': [4, 3, 4], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 3, 4], 'SDXL_Turbo': [4, 3, 4]}"
114,A scene where there are more hats than stools.,10,1,11,1,3,1,0,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [4, 5, 5], 'Midjourney_6': [1, 3, 2], 'SDXL_2_1': [3, 2, 3], 'SDXL_Base': [4, 2, 5], 'SDXL_Turbo': [5, 5, 5]}"
115,A kitchen with a larger quantity of milk than juice.,11,1,11,1,4,0,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [2, 2, 2], 'SDXL_2_1': [1, 2, 1], 'SDXL_Base': [1, 2, 1], 'SDXL_Turbo': [4, 3, 4]}"
116,"In a peaceful pond, there are more fish in the water than frogs on the lotus leaves.",19,1,19,3,4,2,0,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [1, 2, 1], 'Midjourney_6': [1, 3, 4], 'SDXL_2_1': [1, 2, 2], 'SDXL_Base': [1, 1, 1], 'SDXL_Turbo': [2, 1, 1]}"
117,"City view, the tower on the left is taller than the one on the right.",17,1,17,1,6,1,0,"{'DALLE_3': [2, 2, 2], 'DeepFloyd_I_XL_v1': [1, 2, 2], 'Midjourney_6': [3, 2, 2], 'SDXL_2_1': [1, 2, 2], 'SDXL_Base': [3, 2, 2], 'SDXL_Turbo': [1, 2, 2]}"
118,"The sun illuminates the garden, a shovel sticks in the soil, and gloves lay on the bench.",20,1,21,0,7,2,0,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [2, 3, 3], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [3, 2, 3], 'SDXL_Turbo': [2, 2, 3]}"
119,"A fish glides through the air, while a bird plunges underwater.",13,1,15,1,3,1,1,"{'DALLE_3': [1, 3, 2], 'DeepFloyd_I_XL_v1': [1, 2, 1], 'Midjourney_6': [1, 3, 2], 'SDXL_2_1': [1, 2, 2], 'SDXL_Base': [2, 1, 1], 'SDXL_Turbo': [1, 1, 1]}"
120,A map unfolds widely on the wall and a compass points northward.,13,1,15,0,4,1,2,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [3, 4, 3], 'Midjourney_6': [1, 2, 2], 'SDXL_2_1': [3, 4, 3], 'SDXL_Base': [2, 4, 3], 'SDXL_Turbo': [2, 2, 1]}"
121,"Children are swinging on the swings while their parents watch from nearby, and a puppy frolics around them.",20,1,21,2,4,3,0,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [2, 4, 4], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [1, 2, 2], 'SDXL_Base': [2, 4, 4], 'SDXL_Turbo': [1, 3, 3]}"
122,"Three flowers on the ground: one red, another yellow, and the third blue.",17,1,17,1,5,0,0,"{'DALLE_3': [2, 2, 2], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [2, 3, 2], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [2, 3, 3]}"
123,There are two red flowers on the table and a few yellow flowers under the table.,17,1,17,3,4,1,0,"{'DALLE_3': [3, 2, 3], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [4, 3, 2], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
124,A strange landscape: the ground on the left is covered with snow but the ground on the right is covered with green grass.,25,1,25,3,6,4,0,"{'DALLE_3': [1, 3, 3], 'DeepFloyd_I_XL_v1': [1, 2, 1], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [4, 4, 5], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [1, 2, 2]}"
125,"A boat glides across the ocean, dolphins leaping beside it and seagulls soaring overhead.",16,1,18,0,3,5,0,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [2, 3, 2], 'Midjourney_6': [3, 5, 5], 'SDXL_2_1': [2, 3, 2], 'SDXL_Base': [2, 5, 5], 'SDXL_Turbo': [1, 1, 1]}"
126,"A painting hangs on the wall, a vase rests on the table, and sunlight streams through the window.",21,1,21,0,7,2,0,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [4, 2, 2], 'Midjourney_6': [4, 5, 5], 'SDXL_2_1': [5, 5, 5], 'SDXL_Base': [5, 3, 4], 'SDXL_Turbo': [5, 5, 5]}"
127,A hat is perched on the table and a coat is draped on the chair.,16,1,16,0,4,4,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [4, 5, 5], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [1, 2, 1], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [1, 1, 1]}"
128,"A garden scene, weeds growing on the left side of the garden while the right side is neatly manicured.",21,1,23,3,4,4,1,"{'DALLE_3': [2, 3, 2], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [2, 3, 3], 'SDXL_2_1': [2, 4, 3], 'SDXL_Base': [2, 4, 3], 'SDXL_Turbo': [2, 2, 2]}"
129,In one bedroom the pillows were plump and the blankets neatly folded.,13,1,15,1,3,2,1,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [4, 5, 5], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [2, 2, 1], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [4, 3, 3]}"
130,A guitar rests against a chair and a drum set stands nearby.,13,1,13,1,3,3,0,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [3, 2, 3], 'Midjourney_6': [3, 4, 5], 'SDXL_2_1': [2, 4, 3], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [3, 2, 3]}"
131,"In a snowy landscape, a fox dashes across the terrain, while nearby, a dog sits calmly.",20,1,22,0,5,2,2,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [4, 4, 5], 'Midjourney_6': [2, 2, 3], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 3]}"
132,The sun sets on the left while the moon rises on the right.,14,1,14,1,4,1,0,"{'DALLE_3': [1, 3, 2], 'DeepFloyd_I_XL_v1': [1, 1, 1], 'Midjourney_6': [1, 4, 3], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [1, 1, 1]}"
133,"Two lampshades flank a bed: the one on the left is tilted, while the one on the right stands straight.",23,1,25,1,6,3,1,"{'DALLE_3': [1, 5, 4], 'DeepFloyd_I_XL_v1': [3, 4, 3], 'Midjourney_6': [3, 4, 4], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [3, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
134,"A window consists of two panes of glass, the left one is broken but the right one is intact.",21,1,22,2,5,4,0,"{'DALLE_3': [3, 5, 5], 'DeepFloyd_I_XL_v1': [2, 3, 3], 'Midjourney_6': [2, 3, 3], 'SDXL_2_1': [2, 3, 2], 'SDXL_Base': [2, 3, 2], 'SDXL_Turbo': [3, 3, 3]}"
135,"A piece of white paper is on the grass, the left side of the paper is filled with writing while the right side is empty.",27,1,27,4,6,5,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [2, 2, 3], 'Midjourney_6': [2, 3, 3], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 3], 'SDXL_Turbo': [1, 2, 2]}"
136,"A child studying at a table, the left side of the table is neat, but the right side is cluttered.",23,1,24,3,5,4,0,"{'DALLE_3': [2, 4, 3], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [4, 2, 2], 'SDXL_Base': [3, 2, 3], 'SDXL_Turbo': [2, 2, 2]}"
137,"At the center of the table,  four gleaming silver forks encircle a solitary porcelain plate.",17,1,19,1,7,1,0,"{'DALLE_3': [4, 3, 3], 'DeepFloyd_I_XL_v1': [2, 2, 3], 'Midjourney_6': [3, 4, 4], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [3, 2, 2], 'SDXL_Turbo': [3, 4, 4]}"
138,Two cats playing with a single ball.,8,1,8,1,2,1,0,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [3, 5, 5], 'Midjourney_6': [4, 5, 5], 'SDXL_2_1': [2, 3, 3], 'SDXL_Base': [4, 5, 5], 'SDXL_Turbo': [3, 5, 5]}"
139,Five cylindrical mugs beside two rectangular napkins.,8,1,11,2,2,0,1,"{'DALLE_3': [2, 2, 2], 'DeepFloyd_I_XL_v1': [2, 4, 3], 'Midjourney_6': [2, 3, 3], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [1, 2, 2]}"
140,"Four flowers are in full bloom, with two of them by the bench.",15,1,15,1,3,1,0,"{'DALLE_3': [3, 2, 2], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [4, 3, 3], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [3, 2, 2], 'SDXL_Turbo': [4, 4, 3]}"
141,Six oval stones and four triangular sails.,8,1,9,1,4,0,0,"{'DALLE_3': [2, 1, 1], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [1, 2, 3], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
142,One orange kite and four white seagulls flying above the beach.,12,1,12,1,4,1,0,"{'DALLE_3': [3, 3, 4], 'DeepFloyd_I_XL_v1': [2, 4, 4], 'Midjourney_6': [4, 5, 5], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [5, 5, 5], 'SDXL_Turbo': [1, 2, 2]}"
143,Five enthusiastic athletes and one tired coach.,8,1,8,2,2,0,0,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [4, 4, 4], 'Midjourney_6': [2, 2, 2], 'SDXL_2_1': [1, 2, 2], 'SDXL_Base': [3, 5, 5], 'SDXL_Turbo': [1, 2, 2]}"
144,Two orange pumpkins and four flying black bats.,9,1,9,1,3,1,0,"{'DALLE_3': [3, 2, 3], 'DeepFloyd_I_XL_v1': [4, 5, 5], 'Midjourney_6': [3, 3, 4], 'SDXL_2_1': [3, 4, 4], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [3, 2, 3]}"
145,One sun setting behind two tall buildings.,8,1,8,1,2,1,0,"{'DALLE_3': [3, 5, 5], 'DeepFloyd_I_XL_v1': [3, 3, 4], 'Midjourney_6': [3, 5, 5], 'SDXL_2_1': [4, 5, 5], 'SDXL_Base': [3, 2, 2], 'SDXL_Turbo': [4, 2, 2]}"
146,Two orange pumpkins behind a group of five spooky Halloween candles.,12,1,12,0,6,0,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [3, 3, 2], 'Midjourney_6': [3, 3, 2], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [1, 1, 1], 'SDXL_Turbo': [4, 4, 4]}"
147,One content rabbit and six tired turtles.,8,1,8,1,3,0,0,"{'DALLE_3': [4, 4, 3], 'DeepFloyd_I_XL_v1': [2, 3, 3], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 3, 2], 'SDXL_Turbo': [1, 2, 2]}"
148,Eight wavy lines are under three polygonal signs.,9,1,11,1,4,1,0,"{'DALLE_3': [2, 2, 2], 'DeepFloyd_I_XL_v1': [1, 1, 1], 'Midjourney_6': [1, 1, 1], 'SDXL_2_1': [1, 1, 1], 'SDXL_Base': [1, 1, 1], 'SDXL_Turbo': [1, 1, 1]}"
149,Three pink peonies and four white daisies in a garden.,11,1,12,1,4,0,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [3, 2, 2], 'Midjourney_6': [4, 3, 2], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [3, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
150,Two red balloons and three white clouds floating in the blue sky.,13,1,13,2,4,1,0,"{'DALLE_3': [1, 3, 2], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [4, 4, 4], 'SDXL_2_1': [1, 3, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [3, 4, 4]}"
151,Two grey wolves howling and three deer watching.,9,1,9,1,3,1,0,"{'DALLE_3': [3, 4, 3], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [3, 4, 3], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
152,Four disappointed customers and two content sellers.,8,1,8,1,3,0,0,"{'DALLE_3': [2, 2, 1], 'DeepFloyd_I_XL_v1': [1, 2, 1], 'Midjourney_6': [2, 1, 1], 'SDXL_2_1': [2, 1, 1], 'SDXL_Base': [2, 1, 1], 'SDXL_Turbo': [2, 1, 1]}"
153,Four nervous mice and one confident cat.,8,1,8,2,2,0,0,"{'DALLE_3': [4, 3, 3], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [2, 4, 3], 'SDXL_2_1': [3, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [3, 2, 2]}"
154,"Three books are stacked on top of each other, with the red one at the bottom, the yellow one in the middle, and the blue one on top.",32,1,32,4,7,2,0,"{'DALLE_3': [2, 4, 4], 'DeepFloyd_I_XL_v1': [2, 4, 4], 'Midjourney_6': [1, 3, 2], 'SDXL_2_1': [2, 3, 3], 'SDXL_Base': [2, 4, 4], 'SDXL_Turbo': [1, 3, 1]}"
155,"One bird singing, two flowers swaying.",8,1,9,0,3,1,0,"{'DALLE_3': [4, 3, 4], 'DeepFloyd_I_XL_v1': [3, 4, 4], 'Midjourney_6': [4, 3, 5], 'SDXL_2_1': [3, 3, 3], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [3, 3, 3]}"
156,Five relaxed students but one overwhelmed teacher.,8,1,8,1,2,1,0,"{'DALLE_3': [3, 3, 3], 'DeepFloyd_I_XL_v1': [2, 2, 2], 'Midjourney_6': [2, 2, 2], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [3, 3, 3]}"
157,One ecstatic painter in front of four confused muses.,10,1,10,2,3,0,0,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [1, 1, 1], 'Midjourney_6': [3, 4, 4], 'SDXL_2_1': [2, 1, 1], 'SDXL_Base': [1, 1, 1], 'SDXL_Turbo': [2, 1, 2]}"
158,One person talks on the phone animatedly while the other sits sadly.,13,1,14,1,4,0,2,"{'DALLE_3': [3, 4, 5], 'DeepFloyd_I_XL_v1': [2, 3, 3], 'Midjourney_6': [3, 4, 4], 'SDXL_2_1': [3, 3, 4], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [3, 4, 4]}"
159,An excited cat is on the left and an upset cat is on the right,15,1,15,2,4,2,0,"{'DALLE_3': [5, 5, 5], 'DeepFloyd_I_XL_v1': [1, 4, 2], 'Midjourney_6': [3, 3, 3], 'SDXL_2_1': [2, 3, 3], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [3, 3, 4]}"
160,A scene with two blue balls amidst many yellow ones.,11,1,11,3,3,0,1,"{'DALLE_3': [2, 4, 2], 'DeepFloyd_I_XL_v1': [2, 3, 2], 'Midjourney_6': [5, 5, 5], 'SDXL_2_1': [1, 3, 2], 'SDXL_Base': [1, 3, 3], 'SDXL_Turbo': [2, 3, 3]}"
161,"Cats playing on the roof, the cat on the left has curly hair, and the cat on the right has straight hair",24,1,24,0,7,5,1,"{'DALLE_3': [3, 4, 4], 'DeepFloyd_I_XL_v1': [2, 3, 3], 'Midjourney_6': [3, 5, 5], 'SDXL_2_1': [1, 2, 2], 'SDXL_Base': [3, 3, 3], 'SDXL_Turbo': [2, 3, 3]}"
162,A lone green banana stands out among a cluster of red bananas.,13,1,13,2,4,1,0,"{'DALLE_3': [4, 5, 5], 'DeepFloyd_I_XL_v1': [1, 2, 2], 'Midjourney_6': [4, 4, 4], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
163,A circular mirror is above a rectangular one.,9,1,9,2,1,1,0,"{'DALLE_3': [3, 2, 2], 'DeepFloyd_I_XL_v1': [2, 1, 1], 'Midjourney_6': [3, 1, 1], 'SDXL_2_1': [4, 4, 5], 'SDXL_Base': [2, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
164,Some oranges on the left are moldy while an orange on the right is fresh.,16,1,17,1,4,3,0,"{'DALLE_3': [2, 2, 2], 'DeepFloyd_I_XL_v1': [4, 5, 4], 'Midjourney_6': [3, 4, 4], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [3, 2, 2], 'SDXL_Turbo': [2, 2, 2]}"
165,"On display, a long, white dress contrasts sharply with a short, dark dress beside it.",19,1,20,4,4,0,1,"{'DALLE_3': [1, 2, 2], 'DeepFloyd_I_XL_v1': [3, 4, 4], 'Midjourney_6': [3, 4, 4], 'SDXL_2_1': [2, 2, 2], 'SDXL_Base': [2, 3, 4], 'SDXL_Turbo': [3, 2, 2]}"
166,One person makes a humorous face as another watches.,10,1,10,1,3,1,0,"{'DALLE_3': [2, 3, 2], 'DeepFloyd_I_XL_v1': [1, 2, 2], 'Midjourney_6': [1, 2, 2], 'SDXL_2_1': [2, 2, 3], 'SDXL_Base': [1, 2, 2], 'SDXL_Turbo': [1, 2, 1]}"
